0.24	-13.337969401947149
0.312	-16.815020862308764
0.398	-20.431154381084838
0.498	-24.186369958275385
0.598	-27.454798331015297
0.644	-28.845618915159946
0.695	-30.30598052851182
0.798	-32.80945757997218
0.900	-35.24339360222531
0.996	-37.46870653685674
2.000	-52.837273991655074
2.500	-58.40055632823366
3.000	-63.19888734353268
4.0	-71.24260355029585
5.0	-77.63313609467455
7.0	-87.2189349112426
9.0	-93.4319526627219
10.0	-97.15976331360947
